Team ID , Team  , Region , Country , Track , Kind , Size , Status , Year
4866,UIncheon,Asia,"Korea, Republic Of",Foundational Advance,Collegiate,16,Accepted,2023
4899,UiOslo-Norway,Europe,Norway,Diagnostics,Collegiate,8,Accepted,2023
4726,ULaval,North America,Canada,Therapeutics,Collegiate,15,Accepted,2023
4959,ULC,Asia,China,High School,Commercial,5,Accepted,2023
4716,UM-Macau,Asia,Macao,Therapeutics,Collegiate,35,Accepted,2023
4949,UManitoba,North America,Canada,Bioremediation,Collegiate,30,Accepted,2023
4860,UMaryland,North America,United States,Diagnostics,Collegiate,36,Accepted,2023
4893,UNC-ChapelHill,North America,United States,Diagnostics,Collegiate,11,Accepted,2023
4727,Uni-Padua-IT,Europe,Italy,Therapeutics,Collegiate,14,Accepted,2023
4983,uniCRETE,Europe,Greece,Bioremediation,Collegiate,15,Accepted,2023
5023,UNILA-LatAm,Latin America,Brazil,Bioremediation,Collegiate,16,Accepted,2023
4685,UNILausanne,Europe,Switzerland,Bioremediation,Collegiate,15,Accepted,2023
4675,UniMuenster,Europe,Germany,Conservation,Collegiate,27,Accepted,2023
4758,UNSW-Australia,Asia,Australia,Climate Crisis,Collegiate,11,Accepted,2023
4848,UNT,North America,United States,Climate Crisis,Collegiate,7,Accepted,2023
4598,UOregon,North America,United States,Therapeutics,Collegiate,22,Accepted,2023
4671,UPNAvarra-Spain,Europe,Spain,Food & Nutrition,Collegiate,19,Accepted,2023
4578,USAFA,North America,United States,Diagnostics,Collegiate,23,Accepted,2023
4857,USC,North America,United States,Agriculture,Collegiate,7,Accepted,2023
4590,USP-Brazil,Latin America,Brazil,Foundational Advance,Collegiate,16,Accepted,2023
5007,USP-EEL-Brazil,Latin America,Brazil,Biomanufacturing(P),Collegiate,1,Pending,2023
4679,USTC,Asia,China,Biomanufacturing,Collegiate,25,Accepted,2023
4659,USTC-Software,Asia,China,Software & AI,Collegiate,25,Accepted,2023
4803,UTokyo,Asia,Japan,Foundational Advance,Collegiate,20,Accepted,2023
4707,UVU-Utah,North America,United States,Bioremediation,Collegiate,15,Accepted,2023
4662,UZurich,Europe,Switzerland,Therapeutics,Collegiate,14,Accepted,2023
4719,Vilnius-Lithuania,Europe,Lithuania,Biomanufacturing,Collegiate,13,Accepted,2023
4853,Virginia,North America,United States,Therapeutics,Collegiate,12,Accepted,2023
4625,VITVellore,Asia,India,Environment,Collegiate,23,Accepted,2023
4663,WageningenUR,Europe,Netherlands,Agriculture,Collegiate,20,Accepted,2023
4600,Warwick,Europe,United Kingdom,Biomanufacturing,Collegiate,12,Accepted,2023
4821,Washington,North America,United States,Bioremediation,Collegiate,33,Accepted,2023
4704,Waterloo,North America,Canada,Agriculture,Collegiate,44,Accepted,2023
4748,Wego-Taipei,Asia,Taiwan,High School,High_school,19,Accepted,2023
4842,WestCentral-HS,Asia,China,High School,Commercial,4,Accepted,2023
4702,Westlake-China,Asia,China,Biomanufacturing,Collegiate,13,Accepted,2023
4859,WHS-Fremont,North America,United States,High School,High_school,5,Accepted,2023
4630,WHU-China,Asia,China,Foundational Advance,Collegiate,22,Accepted,2023
4631,William-and-Mary,North America,United States,Foundational Advance,Collegiate,13,Accepted,2023
5006,WIST,Asia,Taiwan,High School,High_school,11,Accepted,2023
4916,WLC-Milwaukee,North America,United States,Environment,Collegiate,2,Accepted,2023
4681,WrightState-OH,North America,United States,Environment,Collegiate,20,Accepted,2023
4795,Wuhan-Hubei-China,Asia,China,Agriculture,Collegiate,13,Accepted,2023
4903,WUST-China,Asia,China,Bioremediation,Collegiate,35,Accepted,2023
4730,WVHS-SanDiego,North America,United States,High School,High_school,12,Accepted,2023
4994,XHD-WuHan-China,Asia,China,High School,Commercial,11,Accepted,2023
4995,XHD-WuHan-Pro-China,Asia,China,High School,Commercial,14,Accepted,2023
4968,XJTLU-CHINA,Asia,China,Bioremediation,Collegiate,21,Accepted,2023
4835,XJU-China,Asia,China,Biomanufacturing,Collegiate,15,Accepted,2023
4907,XMU-China,Asia,China,Agriculture,Collegiate,33,Accepted,2023
4947,Yale,North America,United States,Biomanufacturing,Collegiate,7,Accepted,2023
4961,YangzhouNOFLS,Asia,China,High School,Commercial,6,Accepted,2023
4789,YiYe-China,Asia,China,High School,Commercial,25,Accepted,2023
4876,Zhejiang-United,Asia,China,High School,Commercial,4,Accepted,2023
4941,ZJFH-Nanjing,Asia,China,High School,Commercial,1,Accepted,2023
4628,ZJU-China,Asia,China,Agriculture,Collegiate,21,Accepted,2023
4776,ZJUintl-China,Asia,China,Therapeutics,Collegiate,15,Accepted,2023
4591,ZJUT-China,Asia,China,Bioremediation,Collegiate,35,Accepted,2023
